step,time_h,TS,TR,TB,TG,SH,LH,G,RN,TC,UST,ALB,LW
382,  6.36666666666666625E+000,  2.91149666848164372E+002,  2.91895514453353542E+002,  2.92105241615392799E+002,  2.89299325638052892E+002,  4.78078053911424732E+001,  0.00000000000000000E+000, -1.09992169874958947E+002,  1.57808922818532153E+002,  2.89675150610030471E+002,  3.28451778035320885E-001,  1.48803881142017869E-001,  4.05757076742441939E+002
383,  6.38333333333333375E+000,  2.91236034438906756E+002,  2.91985067652861574E+002,  2.92185851194001486E+002,  2.89367520730669355E+002,  4.86049393095377127E+001,  0.00000000000000000E+000, -1.11106354451955568E+002,  1.59720390503338024E+002,  2.89729978595337514E+002,  3.29069004806867738E-001,  1.48815009832345357E-001,  4.06189513628282896E+002
384,  6.40000000000000036E+000,  2.91322646440262474E+002,  2.92074632950523267E+002,  2.92266650066027751E+002,  2.89435969888722980E+002,  4.94041481532122191E+001,  0.00000000000000000E+000, -1.12216426983712012E+002,  1.61629821456520688E+002,  2.89784939247295654E+002,  3.29682281169609070E-001,  1.48825942381658777E-001,  4.06622952091774664E+002
385,  6.41666666666666696E+000,  2.91409499254814421E+002,  2.92164208513089477E+002,  2.92347636112113946E+002,  2.89504670594146660E+002,  5.02053932197726809E+001,  0.00000000000000000E+000, -1.13322390909988371E+002,  1.63537180408201664E+002,  2.89840031080862502E+002,  3.30291674854154949E-001,  1.48836684231218236E-001,  4.07057382797938999E+002
386,  6.43333333333333357E+000,  2.91496589311918513E+002,  2.92253792518880118E+002,  2.92428807204539225E+002,  2.89573620330998153E+002,  5.10086361460448430E+001,  0.00000000000000000E+000, -1.14424249362286261E+002,  1.65442432119532214E+002,  2.89895252608698115E+002,  3.30897251156883454E-001,  1.48847240622985100E-001,  4.07492796401325336E+002
387,  6.45000000000000018E+000,  2.91583913066873833E+002,  2.92343383157608798E+002,  2.92510161207808039E+002,  2.89642816585573030E+002,  5.18138388979817179E+001,  0.00000000000000000E+000, -1.15522005174357147E+002,  1.67345541383096048E+002,  2.89950602341455294E+002,  3.31499073058762861E-001,  1.48857616608672055E-001,  4.07929183546456386E+002
388,  6.46666666666666679E+000,  2.91671467000131770E+002,  2.92432978630205582E+002,  2.92591695979211522E+002,  2.89712256846512616E+002,  5.26209637610414660E+001,  0.00000000000000000E+000, -1.16615660892262667E+002,  1.69246473023355804E+002,  2.90006078788056016E+002,  3.32097201336862491E-001,  1.48867817058304153E-001,  4.08366534868229905E+002
389,  6.48333333333333339E+000,  2.91759247616545110E+002,  2.92522577148641631E+002,  2.92673409369361138E+002,  2.89781938604906316E+002,  5.34299733310464546E+001,  0.00000000000000000E+000, -1.17705218784014832E+002,  1.71145191897139739E+002,  2.90061680455951091E+002,  3.32691694669106031E-001,  1.48877846668319297E-001,  4.08804840992281015E+002
390,  6.50000000000000000E+000,  2.91847251444651931E+002,  2.92612176935753212E+002,  2.92755299222697772E+002,  2.89851859354389376E+002,  5.42408305054614885E+001,  0.00000000000000000E+000, -1.18790680848801827E+002,  1.73041662894165654E+002,  2.90117405851368403E+002,  3.33282609732736934E-001,  1.48887709969243248E-001,  4.09244092535304446E+002
391,  6.51666666666666661E+000,  2.91935475035994102E+002,  2.92701776225067590E+002,  2.92837363377976033E+002,  2.89922016591236059E+002,  5.50534984750874301E+001,  0.00000000000000000E+000, -1.19872048825879361E+002,  1.74935850937595575E+002,  2.90173253479546645E+002,  3.33870001296965424E-001,  1.48897411332957225E-001,  4.09684280105347966E+002
392,  6.53333333333333321E+000,  2.92023914964467224E+002,  2.92791373260629996E+002,  2.92919599668725880E+002,  2.89992407814447915E+002,  5.58679407161364807E+001,  0.00000000000000000E+000, -1.20949324203067647E+002,  1.76827720984625131E+002,  2.90229221844957976E+002,  3.34453922310211704E-001,  1.48906954979589501E-001,  4.10125394302069139E+002
393,  6.54999999999999982E+000,  2.92112567825699955E+002,  2.92880966296832128E+002,  2.93002005923692082E+002,  2.90063030525838542E+002,  5.66841209826602039E+001,  0.00000000000000000E+000, -1.22022508224941234E+002,  1.78717238027101445E+002,  2.90285309451517548E+002,  3.35034423982322360E-001,  1.48916344984048737E-001,  4.10567425716963726E+002
394,  6.56666666666666643E+000,  2.92201430236462670E+002,  2.92970553598242589E+002,  2.93084579967253205E+002,  2.90133882230114011E+002,  5.75020032993246986E+001,  0.00000000000000000E+000, -1.23091601900710387E+002,  1.80604367092163756E+002,  2.90341514802783820E+002,  3.35611555862086297E-001,  1.48925585282223855E-001,  4.11010364933570941E+002
395,  6.58333333333333304E+000,  2.92290498834101527E+002,  2.93060133439439369E+002,  2.93167319619820489E+002,  2.90204960434949612E+002,  5.83215519545071643E+001,  0.00000000000000000E+000, -1.24156606011782330E+002,  1.82489073242914145E+002,  2.90397836402146254E+002,  3.36185365910422029E-001,  1.48934679676869630E-001,  4.11454202527647169E+002
396,  6.59999999999999964E+000,  2.92379770275997942E+002,  2.93149704104844545E+002,  2.93250222698218010E+002,  2.90276262651063178E+002,  5.91427314936799462E+001,  0.00000000000000000E+000, -1.25217521119070256E+002,  1.84371321579105427E+002,  2.90454272753005455E+002,  3.36755900569463473E-001,  1.48943631843193453E-001,  4.11898929067323252E+002
397,  6.61666666666666625E+000,  2.92469241239052451E+002,  2.93239263888561254E+002,  2.93333287016044324E+002,  2.90347786392284547E+002,  5.99655067131006092E+001,  0.00000000000000000E+000, -1.26274347570026350E+002,  1.86251077237853650E+002,  2.90510822358941368E+002,  3.37323204827888579E-001,  1.48952445334166239E-001,  4.12344535113235565E+002
398,  6.63333333333333375E+000,  2.92558908419189606E+002,  2.93328811094213336E+002,  2.93416510384018068E+002,  2.90419529175622813E+002,  6.07898426537498011E+001,  0.00000000000000000E+000, -1.27327085505418253E+002,  1.88128305394368510E+002,  2.90567483723874830E+002,  3.37887322282670099E-001,  1.48961123585566624E-001,  4.12791011218639824E+002
399,  6.65000000000000036E+000,  2.92648768530884979E+002,  2.93418344034787140E+002,  2.93499890610306238E+002,  2.90491488521329359E+002,  6.16157045955404001E+001,  0.00000000000000000E+000, -1.28375734865883430E+002,  1.90002971262699646E+002,  2.90624255352219222E+002,  3.38448295197542992E-001,  1.48969669920781145E-001,  4.13238347929506688E+002
400,  6.66666666666666696E+000,  2.92738818306711892E+002,  2.93507861032476399E+002,  2.93583425500837734E+002,  2.90563661952959080E+002,  6.24430580517580083E+001,  0.00000000000000000E+000, -1.29420295398243809E+002,  1.91875040096500641E+002,  2.90681135749024463E+002,  3.39006164558351086E-001,  1.48978087555366678E-001,  4.13686535784600494E+002
401,  6.68333333333333357E+000,  2.92829054496907133E+002,  2.93597360418529490E+002,  2.93667112859601730E+002,  2.90636046997428139E+002,  6.32718687637334796E+001,  0.00000000000000000E+000, -1.30460766661616532E+002,  1.93744477189808123E+002,  2.90738123420113595E+002,  3.39560970125508232E-001,  1.48986379601396213E-001,  4.14135565315541783E+002
402,  6.70000000000000018E+000,  2.92919473868954924E+002,  2.93686840533099939E+002,  2.93750950488931892E+002,  2.90708641185069382E+002,  6.41021026957337199E+001,  0.00000000000000000E+000, -1.31497148033315000E+002,  1.95611247877832483E+002,  2.90795216872211540E+002,  3.40112750483729243E-001,  1.48994549071592819E-001,  4.14585427046857717E+002
403,  6.71666666666666679E+000,  2.93010073207187247E+002,  2.93776299725098681E+002,  2.93834936189777636E+002,  2.90781442049685438E+002,  6.49337260300525685E+001,  0.00000000000000000E+000, -1.32529438714562616E+002,  1.97475317537762464E+002,  2.90852414613067879E+002,  3.40661543089222918E-001,  1.49002598883268639E-001,  4.15036111496017668E+002
404,  6.73333333333333339E+000,  2.93100849312400896E+002,  2.93865736352050646E+002,  2.93919067761962765E+002,  2.90854447128599588E+002,  6.57667051622988481E+001,  0.00000000000000000E+000, -1.33557637736022428E+002,  1.99336651589579105E+002,  2.90909715151572698E+002,  3.41207384314480999E-001,  1.49010531862078049E-001,  4.15487609173459134E+002
405,  6.75000000000000000E+000,  2.93191799001490722E+002,  2.93955148779952481E+002,  2.94003343004431144E+002,  2.90927653962703573E+002,  6.66010066968783008E+001,  0.00000000000000000E+000, -1.34581743963139559E+002,  2.01195215496881985E+002,  2.90967116997865332E+002,  3.41750309490836957E-001,  1.49018350745594913E-001,  4.15939910582599964E+002
406,  6.76666666666666661E+000,  2.93282919107095040E+002,  2.94044535383134757E+002,  2.94087759715481980E+002,  2.91001060096504830E+002,  6.74365974426325891E+001,  0.00000000000000000E+000, -1.35601756101331517E+002,  2.03050974767723289E+002,  2.91024618663439242E+002,  3.42290352948894372E-001,  1.49026058186722765E-001,  4.16393006219843528E+002
407,  6.78333333333333321E+000,  2.93374206477258099E+002,  2.94133894544125553E+002,  2.94172315692992925E+002,  2.91074663078170033E+002,  6.82734444086673591E+001,  0.00000000000000000E+000, -1.36617672701018989E+002,  2.04903894955449744E+002,  2.91082218661239551E+002,  3.42827548056994391E-001,  1.49033656756948352E-001,  4.16846886574573887E+002
408,  6.79999999999999982E+000,  2.93465657975103625E+002,  2.94223224653517889E+002,  2.94257008734634098E+002,  2.91148460459568355E+002,  6.91115148003256934E+001,  0.00000000000000000E+000, -1.37629492162487509E+002,  2.06753941659553476E+002,  2.91139915505755937E+002,  3.43361927257793242E-001,  1.49041148949447505E-001,  4.17301542129141694E+002
409,  6.81666666666666643E+000,  2.93557270478521275E+002,  2.94312524109839444E+002,  2.94341836638070674E+002,  2.91222449796311537E+002,  6.99507760153140765E+001,  0.00000000000000000E+000, -1.38637212740623710E+002,  2.08601080526527710E+002,  2.91197707713110617E+002,  3.43893522103095761E-001,  1.49048537182047608E-001,  4.17756963358844814E+002
410,  6.83333333333333304E+000,  2.93649271584303165E+002,  2.94401791319425342E+002,  2.94423994500224126E+002,  2.91302846950849300E+002,  7.07939765512657715E+001,  0.00000000000000000E+000, -1.39630700078199567E+002,  2.10437926211205422E+002,  2.91256023622398288E+002,  3.44422363287027467E-001,  1.49064434214086411E-001,  4.18217368562116405E+002
411,  6.84999999999999964E+000,  2.93741597382774614E+002,  2.94491024696293323E+002,  2.94504265742580060E+002,  2.91387778581840280E+002,  7.16403511010463347E+001,  0.00000000000000000E+000, -1.40612983756162834E+002,  2.12266742844556518E+002,  2.91314687960199592E+002,  3.44951559109051398E-001,  1.49086047201361593E-001,  4.18681401386219818E+002
412,  6.86666666666666625E+000,  2.93834071296448883E+002,  2.94580222662022265E+002,  2.94584557041022720E+002,  2.91472945935955238E+002,  7.24877762737977775E+001,  0.00000000000000000E+000, -1.41591283495505081E+002,  2.14092626358695810E+002,  2.91373400179361340E+002,  3.45479808125691235E-001,  1.49107352613559896E-001,  4.19146093343603525E+002
413,  6.88333333333333375E+000,  2.93926678475420431E+002,  2.94669383645632877E+002,  2.94664873146585080E+002,  2.91558351537053966E+002,  7.33360781569155336E+001,  0.00000000000000000E+000, -1.42565722561257360E+002,  2.15915526073402589E+002,  2.91432177385788691E+002,  3.46005010240095945E-001,  1.49128357234913411E-001,  4.19611451505233219E+002
414,  6.90000000000000036E+000,  2.94019422304643570E+002,  2.94758506083471104E+002,  2.94745154370212163E+002,  2.91644124844240537E+002,  7.41853026546897070E+001,  0.00000000000000000E+000, -1.43536061488880961E+002,  2.17735248437338072E+002,  2.91491026796361666E+002,  3.46527362056297306E-001,  1.49149246458948948E-001,  4.20077559068647815E+002
415,  6.91666666666666696E+000,  2.94112451625640631E+002,  2.94847588419094734E+002,  2.94823566763546353E+002,  2.91734328179758336E+002,  7.50372490186730658E+001,  0.00000000000000000E+000, -1.44495645490504501E+002,  2.19546938250925621E+002,  2.91550226956181234E+002,  3.47046952416228960E-001,  1.49175454968527049E-001,  4.20547184058299479E+002
416,  6.93333333333333357E+000,  2.94205614338109854E+002,  2.94936629103161636E+002,  2.94901950153401174E+002,  2.91824793722736956E+002,  7.58900889613710206E+001,  0.00000000000000000E+000, -1.45451263363748609E+002,  2.21355555682355089E+002,  2.91609460960395950E+002,  3.47565767278964710E-001,  1.49201321326574293E-001,  4.21017425092989356E+002
417,  6.95000000000000018E+000,  2.94298894449868214E+002,  2.95025626593321817E+002,  2.94980310429370263E+002,  2.91915524425961110E+002,  7.67436348561485886E+001,  0.00000000000000000E+000, -1.46403050033800497E+002,  2.23161047994468390E+002,  2.91668748036483635E+002,  3.48081579226978410E-001,  1.49226852871047144E-001,  4.21488291523695466E+002
418,  6.96666666666666679E+000,  2.94392290701921695E+002,  2.95114579354110731E+002,  2.95058648449523616E+002,  2.92006516665671541E+002,  7.75978766837339577E+001,  0.00000000000000000E+000, -1.47350978996799370E+002,  2.24963378662616066E+002,  2.91728086293519311E+002,  3.48594599181843545E-001,  1.49252056732395361E-001,  4.21959776536477762E+002
419,  6.98333333333333339E+000,  2.94485800609679757E+002,  2.95203485856845987E+002,  2.95136965374487374E+002,  2.92097767352686901E+002,  7.84527896649207008E+001,  0.00000000000000000E+000, -1.48295037404239935E+002,  2.26762510054415031E+002,  2.91787475534889211E+002,  3.49104849547400342E-001,  1.49276939840862516E-001,  4.22431874473546713E+002
420,  7.00000000000000000E+000,  2.94579421778738379E+002,  2.95292344579526116E+002,  2.95215262232452972E+002,  2.92189273347218830E+002,  7.93083501209123796E+001,  0.00000000000000000E+000, -1.49235211621927647E+002,  2.28558404852448376E+002,  2.91846915380509415E+002,  3.49612366750452319E-001,  1.49301508933480848E-001,  4.22904579411386408E+002
421,  7.01666666666666661E+000,  2.94673151797868172E+002,  2.95381154006731720E+002,  2.95293539959115037E+002,  2.92281031507447437E+002,  8.01645341833081773E+001,  0.00000000000000000E+000, -1.50171488398352665E+002,  2.30351025932335148E+002,  2.91906405422460693E+002,  3.50117184848235896E-001,  1.49325770560774757E-001,  4.23377885283509272E+002
422,  7.03333333333333321E+000,  2.94766988248438338E+002,  2.95469912629529119E+002,  2.95371799398548887E+002,  2.92373038686195173E+002,  8.10213179075987853E+001,  0.00000000000000000E+000, -1.51103854756038288E+002,  2.32140336367609535E+002,  2.91965945214091391E+002,  3.50619336918126689E-001,  1.49349731093186500E-001,  4.23851785876398139E+002
423,  7.04999999999999982E+000,  2.94860928704236585E+002,  2.95558618945376281E+002,  2.95450041307124877E+002,  2.92465291731839216E+002,  8.18786772708935047E+001,  0.00000000000000000E+000, -1.52032297988517939E+002,  2.33926299424418943E+002,  2.92025534272736081E+002,  3.51118854992310769E-001,  1.49373396727239732E-001,  4.24326274835629818E+002
424,  7.06666666666666643E+000,  2.94954970732057973E+002,  2.95647271458031071E+002,  2.95528266357002451E+002,  2.92557787488844156E+002,  8.27365881789225028E+001,  0.00000000000000000E+000, -1.52956805649122231E+002,  2.35708878557313170E+002,  2.92085172081227483E+002,  3.51615770109436565E-001,  1.49396773491450030E-001,  4.24801345670906642E+002
425,  7.08333333333333304E+000,  2.95049111892205985E+002,  2.95735868677461326E+002,  2.95606475139497263E+002,  2.92650522798299107E+002,  8.35950264719764959E+001,  0.00000000000000000E+000, -1.53877365540968128E+002,  2.37488037405179682E+002,  2.92144858089432091E+002,  3.52110112354333149E-001,  1.49419867251996880E-001,  4.25276991760940007E+002
426,  7.09999999999999964E+000,  2.95143349738977804E+002,  2.95824409119757888E+002,  2.95684668168304825E+002,  2.92743494498427708E+002,  8.44539679306544429E+001,  0.00000000000000000E+000, -1.54793965707362702E+002,  2.39263739787391273E+002,  2.92204591715711672E+002,  3.52601910896556403E-001,  1.49442683718167102E-001,  4.25753206358121361E+002
427,  7.11666666666666625E+000,  2.95237681821130082E+002,  2.95912891307048881E+002,  2.95762845882588636E+002,  2.92836699425074983E+002,  8.53133882813788347E+001,  0.00000000000000000E+000, -1.55706594422633771E+002,  2.41035949700153822E+002,  2.92264372348319000E+002,  3.53091194027014388E-001,  1.49465228447580423E-001,  4.26229982592991576E+002
